id,recorded_day,air_pressure,max_temp,temperature,min_temp,dew_point,humidity,cloud_cover,wind_speed,raining
816,87,,22.8,20.6,19.9,18.6,,,23.5,yes
817,88,1009.9,23.2,21.1,20.1,21.9,92,93,15,yes
818,89,,26.2,24.9,24,22.1,,,25.2,yes
819,90,1013.2,26.3,24.3,23.9,22.4,94,83,20.4,yes
820,91,1012,28.2,25.3,23.7,23.2,89,90,8.1,yes
821,92,1009.5,25.1,23.3,21.3,21.4,94,88,19.8,yes
822,93,1013.9,24.8,23.7,21.8,21.2,90,82,12,yes
823,94,1011.4,22.3,21.1,20.6,19.9,97,88,24.9,yes
824,95,1006.8,27.8,25.3,24,24.3,92,89,21.9,yes
825,96,1007.8,28.2,26.6,25.8,24.2,87,84,30.6,yes
826,97,1016.3,28.6,26.4,25,23.9,94,88,18,yes
827,98,1012.4,27,26.1,25.9,24.3,86,84,13.8,yes
828,99,1017,28.2,26.6,25.8,23.7,79,82,30.6,yes
829,100,,27.6,25.5,24.7,22.9,,,30.2,yes
830,101,1012.2,26.6,24.9,22,22.1,84,88,9.1,yes
831,102,1011.1,23.9,22.8,20.1,20.4,87,91,16,yes
832,103,1012,30.5,26.8,24.8,23.1,84,88,28.8,yes
833,104,1013,29.8,26.6,24.9,23.7,86,88,9.8,yes
834,105,1016,28.4,26.8,24.8,25,87,88,26.4,yes
835,106,1013.3,27.8,25.9,24.4,24.7,92,85,12.6,yes
836,107,1008.3,30.8,28.1,25.4,24.1,,,15.9,yes
837,108,1014.5,30.9,27.3,25.5,24.3,82,83,16,yes
838,109,1011.1,31,28.1,26.7,23.7,87,82,14,yes
839,110,1011.4,24.9,22.2,20.8,20.6,91,84,18,yes
840,111,1013.3,26.9,24.6,23.3,19.9,82,81,20.4,yes
841,112,1013.3,26.5,24.9,23.1,22.1,,,11.9,yes
842,113,1011.4,29.8,26.9,25.6,23.8,89,75,9.2,yes
843,114,1012.5,26.3,24.8,23.6,21.1,89,84,23.4,yes
844,115,1011.4,29.1,26.8,25.4,23.2,83,81,15.1,yes
845,116,1011.3,29.1,26.1,24.1,23.1,,,13.6,yes
846,117,1008.1,30.8,27.8,26.5,24.7,82,86,31.2,yes
847,118,1011.1,28.9,24.8,23.7,22,86,85,14.8,yes
848,119,1010.4,31,28.1,26.4,23.4,89,71,13.9,no
849,120,1013.4,27.6,24.8,22.8,22.5,93,85,9.2,no
850,121,1007.6,28.7,26.2,24.3,24.2,87,78,15.8,yes
851,122,1006.7,29.1,26.8,24.8,24.2,93,88,23.9,yes
852,123,1009.5,30.3,27,24.4,23.8,77,75,7.9,yes
853,124,1007.9,30.7,28.1,26.2,24.1,81,73,16.1,no
854,125,1007.6,30.4,26.3,23.2,23.3,89,66,8.5,yes
855,126,1006.6,30.6,27.9,23.7,25.1,77,69,9.1,yes
856,127,1006.7,29.6,28.4,26.7,25.5,93,85,24.8,yes
857,128,1005.9,28.5,27.7,26,24.3,,,29.8,yes
858,129,1008.9,31,29,26.7,25.6,80,69,11.2,yes
859,130,1006.9,31.2,28.2,26.6,25.7,74,81,18.1,yes
860,131,1007.5,32,29.9,27.7,24.3,91,85,25,yes
861,132,1006,31.7,28.2,26.4,25.4,84,87,12.4,yes
862,133,1009.5,33,30.1,27.1,25.9,75,69,19.6,no
863,134,1008.7,32.4,29.4,27.6,26.4,81,88,16.5,yes
864,135,1007.9,33.4,29.1,24.3,25.8,88,82,20.5,yes
865,136,1008.8,33,30.1,28.3,26,82,85,13,yes
866,137,1005.9,31.8,28.5,26.4,26.1,83,88,25.1,yes
867,138,1008.1,32.8,30.3,28.7,25.3,79,78,11.3,yes
868,139,1008.5,31.7,28.9,26.9,25.3,84,88,24.5,yes
869,140,1007.9,33.2,30.1,28.1,20.9,78,29,9.2,no
870,141,1006.3,32.8,29,27.7,26.3,89,88,28.4,yes
871,142,1008.1,33.3,30.3,28.7,24.3,75,32,15.8,no
872,143,1006.6,33.3,30,28,25,72,39,9.4,no
873,144,1005.6,32.9,30.3,28.1,24.5,86,89,15.7,yes
874,145,1007.5,32.2,29.7,27.5,25.7,81,83,4.5,yes
875,146,1008.8,33.2,30,29.8,25.5,80,33,14.6,no
876,147,1005.3,33.3,30.3,28.7,24.8,76,54,10.2,no
877,148,1008.5,33,30.2,28.4,24.7,78,38,9.9,no
878,149,1010.5,33.7,30.3,28.6,25.8,75,32,14,no
879,150,1006.7,34.1,30.1,26.8,25.2,81,80,24.4,yes
880,151,1008.6,33.4,30.4,28,24.7,72,20,11.8,no
881,152,1007.9,33.8,30.6,27,24.9,75,44,24.5,no
882,153,1005.6,33.4,30.4,27,23.4,75,38,15.4,no
883,154,1008.4,34.4,30.6,28.6,25.8,77,58,9.2,no
884,155,1009.9,35.1,30.7,28,25.4,81,60,14.5,yes
885,156,1008.9,34.8,31.4,27.4,20.6,78,43,19.7,no
886,157,1008.8,32.9,30.9,28.2,23.9,78,72,30.2,yes
887,158,1007.2,33.3,30.9,28.6,25.3,79,78,9.2,yes
888,159,1006.2,34.8,30.6,27.4,24.9,,,28.7,yes
889,160,1008.8,30.9,28.6,26.9,26.7,85,88,13.6,yes
890,161,1007.8,35.1,31,27.1,26.5,86,84,29.8,yes
891,162,1008.8,35.1,31.1,28.8,26.1,,,15.7,yes
892,163,1006.9,33.3,30.3,28.1,25.4,,,9.6,no
893,164,1008.1,34.4,30,27.1,25.7,79,72,27.3,no
894,165,1007.8,32.3,29,26.9,25.4,78,38,20.2,no
895,166,1008.3,31,30.6,28.1,25.9,79,79,12.8,yes
896,167,1010.3,31.3,28.6,26.4,25.3,93,84,14.8,yes
897,168,1006.2,31.7,27.3,26.2,25.9,81,79,24.4,yes
898,169,1008.1,33.1,29.6,27.4,25.6,88,83,11.1,yes
899,170,1008.5,32,28.6,26.3,25.4,79,78,23.3,yes
900,171,1006.4,32,28.2,26.5,25.9,84,82,14.6,yes
901,172,1006.3,32.8,29.4,27.5,26.4,82,83,20.7,no
902,173,1004.5,31.4,28,24.7,25.2,74,88,14.8,yes
903,174,1008.9,32.8,30,28.1,25,75,85,22.8,yes
904,175,1008.7,31.6,28.2,26.8,26.6,89,82,25.9,yes
905,176,1005.4,31.1,28.4,28.8,25.5,84,86,16.7,yes
906,177,1008.4,32.4,29.5,27.3,25.8,87,84,18.8,yes
907,178,1008.4,33,30.1,28,25.2,86,88,16.5,yes
908,179,1008.4,30.3,28.6,26.9,25.9,88,84,12.8,yes
909,180,1008.9,31,29,28.4,25.2,78,78,26.5,yes
910,181,1005.7,31,29.1,26.3,26.3,84,78,13.3,yes
911,182,1010.5,31.6,29,25.3,26.1,79,80,11.3,yes
912,183,1008.4,33.7,30,27.8,25,78,38,13.9,no
913,184,1008.1,32.4,30.1,28,25.9,77,38,15.2,no
914,185,1008.5,33.3,30.6,28.1,25.9,81,58,16.5,yes
915,186,1007.8,33.3,30.1,28.6,25.9,75,44,10.9,no
916,187,1003.8,31.2,28.7,26.9,24.8,86,83,12.3,yes
917,188,1008.5,30.2,28.7,26.2,26.4,84,87,9.1,yes
918,189,1006.4,32.3,29.9,28.2,25.2,84,72,17.3,yes
919,190,1009.6,30.7,29,27.7,25.3,82,79,24.4,yes
920,191,1005.9,32.9,29.2,28.2,26.2,75,47,13.8,yes
921,192,1008.6,32.3,29.5,26,24.6,,,12.5,no
922,193,1005.8,32.2,29.4,26.4,25.3,81,59,23.7,no
923,194,,32.8,30.1,28,25.9,,,15.3,no
924,195,1006.6,33.1,30.3,28.2,25.8,78,69,8,no
925,196,1008.3,33.7,30.3,28,24.3,74,38,15.5,yes
926,197,1008.5,34.4,30.1,27.8,24.3,74,28,9.2,no
927,198,1008.4,32.1,30.6,28,24.3,80,65,17.2,no
928,199,1008,33.2,30.6,26.4,26.2,81,78,15.7,yes
929,200,1002.2,33.2,30.2,27.4,24.7,,,7.9,no
930,201,1008.2,33.2,30,28.8,25.3,77,53,4.5,no
931,202,1000.1,31.1,28.7,27.2,24.5,82,88,5.5,yes
932,203,1011.5,31.4,28.7,26.9,25.3,82,88,22,yes
933,204,1007.6,31.7,28.1,26.6,24.5,83,78,23.5,yes
934,205,1011.4,31,28.1,26.9,26.3,76,69,9.1,yes
935,206,1002.2,30.5,27.9,25.2,24.3,82,75,13.9,yes
936,207,1009.2,31,28.9,26.4,25.4,89,86,11.7,yes
937,208,,33.5,30.6,28.1,25.4,,,26.1,yes
938,209,1006.7,33.3,30.2,28,24.3,77,32,25,no
939,210,1000.3,33.5,30.4,28.3,24.1,71,48,15.3,yes
940,211,1004.3,35.4,31.4,28.4,24.8,62,38,22.4,no
941,212,1010.3,31.1,28.9,26.7,26,86,83,26.4,yes
942,213,1006.6,33.3,30.8,28.6,24.7,72,29,20.2,no
943,214,1005.5,29.2,27.5,25.6,24.9,74,87,11.9,no
944,215,999,35.1,31,28.6,26.4,75,57,11.3,yes
945,216,1008.4,31.2,28.1,26.8,25.4,81,88,21.9,yes
946,217,1005.6,30.5,27.6,26.9,23.7,73,60,13.8,no
947,218,1008.3,32.8,29.2,26.8,24,80,85,13.9,yes
948,219,,32.4,29.2,26.4,26,,,11.8,no
949,220,1006.4,31.3,28.8,27.3,26.4,87,84,13.9,yes
950,221,1007.9,33.8,30.7,28,24.8,81,82,17.3,yes
951,222,1008.4,31.1,29,26.4,24.3,74,46,21.5,yes
952,223,1008.4,31,28.7,26.5,25.3,81,83,12.6,no
953,224,1008.5,31.1,28.1,26.4,25.5,78,80,18.4,yes
954,225,1010.8,28.9,26.3,25.4,23.9,79,55,18.8,no
955,226,1008.1,29.6,26.9,24.8,25.8,78,88,17.3,yes
956,227,1010.9,29.6,26.4,24.5,23.6,82,58,17.3,yes
957,228,1012.3,28.6,26.8,24.8,23.8,72,48,12.8,no
958,229,1012.2,31.9,28,26.7,25.3,81,77,22.5,yes
959,230,1011.5,29.5,26.9,25,23.8,75,43,22.6,no
960,231,1011.7,32.3,29.9,27.2,23.2,73,43,25,no
961,232,1011.4,31.2,28.9,26.4,23.1,70,47,17.2,no
962,233,1012.5,28.7,26.5,24.8,23.2,71,45,25,no
963,234,1005.7,28.9,26,24.8,23,73,44,20.5,no
964,235,1005,33,30,28.1,25,77,43,29,no
965,236,1008.4,33.3,30.1,27,22.5,84,48,17.2,no
966,237,1013.1,30.3,26.7,24.8,22.3,73,46,9.1,no
967,238,1008.9,31.6,29.2,26.9,25.8,82,82,30,yes
968,239,1010.3,32.9,28.6,26.9,24.6,79,51,11.9,no
969,240,1014.4,30.9,27.2,25.2,25.3,86,81,37.7,yes
970,241,1009.5,31.2,29.4,26.8,21.8,75,72,13.1,yes
971,242,1014.2,28.5,27.2,24.8,25.5,89,86,13,yes
972,243,1012.5,31.2,28.1,26.8,23.2,78,58,14,yes
973,244,1010.5,30.4,28.5,26.4,23.3,78,45,24.8,no
974,245,1008.4,31.3,28.1,26.8,24.8,75,78,30.2,yes
975,246,1012.5,31.1,28.8,26.5,24,79,77,17.3,yes
976,247,1015,31.2,28.8,27.8,25.1,87,69,21.3,yes
977,248,1008.2,32.3,29.7,27.3,24.2,74,83,39.5,yes
978,249,1006,32.2,29.4,27.4,24.7,82,85,25.9,yes
979,250,1008.5,31.8,28.1,26.9,25.6,86,83,33.2,yes
980,251,1012.5,31.2,28.2,25.8,20.6,70,44,33.4,no
981,252,1008.9,32.4,28.8,27.9,25.4,81,69,18.2,yes
982,253,1008,32.2,29.7,26.6,24.3,80,78,15.9,yes
983,254,1009.9,31,28.7,27,23.2,85,78,8,yes
984,255,1012.5,30.8,27.8,26.5,23.2,76,45,9.8,yes
985,256,,32.3,29,26.6,25.4,,,21.3,yes
986,257,,28.1,26.8,24.3,23.1,,,30.6,yes
987,258,,30.7,27.9,25.8,24.3,,,8.9,yes
988,259,1010.4,28.2,26.3,24.6,21.9,74,49,13.4,no
989,260,1007.6,29.9,27,26.5,25.6,92,88,8,yes
990,261,1009.1,28.2,27.5,25.4,25.4,89,88,20.3,yes
991,262,1008.1,31,28.7,27,25,81,78,23.5,yes
992,263,1005.7,28.2,25.5,23.4,20.6,84,89,23.4,yes
993,264,1016,31.4,28.1,26.1,23.8,76,53,14,no
994,265,1017.1,31,26.8,25.4,25.4,87,88,21.3,yes
995,266,1017,30.3,27.9,26.2,23.8,81,66,8.3,yes
996,267,1018.7,29.1,27.9,25.8,23.1,86,82,11.9,yes
997,268,1013,28.8,25.5,23.7,19.3,90,81,40.8,yes
998,269,1018,26.2,25.2,24.9,23.6,89,84,12.5,yes
999,270,1017.4,26.8,24.5,24.4,22.1,,,40.4,yes
1000,271,1018.7,29.3,25.4,24.7,24.8,94,88,15.2,no
1001,272,1018.9,26.1,24.8,23.5,19.9,70,64,50.7,no
1002,273,1008.9,27.2,25.5,24.8,22,79,28,26.7,no
1003,274,1017.7,26.6,25.5,23.6,19.4,95,95,28.4,yes
1004,275,,28.4,,25.9,24.8,,,,yes
1005,276,1016.9,24.8,22.9,20.6,22.2,92,88,50.6,yes
1006,277,1010.3,25.2,23.7,22.3,21.7,82,61,14.1,no
1007,278,1018.8,26.8,24,23.9,22.7,90,82,21.8,yes
1008,279,1012.5,27.8,25.8,23.4,20.6,76,47,9,no
1009,280,1019,25.8,22.6,20.5,20.4,79,73,11.3,no
1010,281,1015.9,28.7,25.7,20.6,19.9,65,51,20.9,yes
1011,282,1018.9,26,24.8,23.7,22.4,75,46,20.5,no
1012,283,1018.4,27.8,25.3,24.2,23.2,70,81,10.2,yes
1013,284,1019.1,25.7,24.7,24.5,22.3,80,88,20.2,yes
1014,285,1017.1,27.7,25.5,24,21.4,75,78,17.3,yes
1015,286,1019.8,28.9,23.7,21,19,79,79,11,yes
1016,287,1014.2,29.4,26.2,23.1,21.4,75,49,15,no
1017,288,1014.8,28.6,26.6,24.8,21.2,81,81,27.6,yes
1018,289,1017.8,27.8,25.8,24.3,22.3,,,9.6,yes
1019,290,1018.8,28.8,24.5,22.2,19.9,70,48,14.5,no
1020,291,1012.2,28.9,23.8,20.2,21.4,85,84,40.4,yes
1021,292,1011.6,25.9,24.7,22.4,22.7,62,84,21.5,yes
1022,293,1016.8,25.9,23.7,23.3,21.4,84,70,25,no
1023,294,,26.2,24.8,23.7,21.3,,,41.3,yes
1024,295,1014.6,28.6,25.5,23.8,21.3,85,85,19.8,yes
1025,296,1018.5,26.9,24.4,23.2,21.6,81,86,20.5,yes
1026,297,1016.8,28.6,25.4,24.3,23.2,87,82,14.5,yes
1027,298,1018.5,26.9,24.2,20.8,20.6,89,82,17.3,yes
1028,299,1014.5,25.4,23.1,21,19,87,82,16.1,no
1029,300,1014.5,28.2,25.2,23.5,21.4,88,84,22,yes
1030,301,1014.3,26.1,24.4,22,16.8,87,80,28,yes
1031,302,1016.9,27.5,25.6,24.1,23.1,86,67,12.5,yes
1032,303,1014.9,27.2,25.5,24.9,22.4,71,88,22.9,yes
1033,304,1015.3,26,24.9,23.1,23.2,90,83,24.9,yes
1034,305,1017.7,27,25.6,24,23.2,86,79,15.3,yes
1035,306,1016.9,27.5,24.5,23.5,22.4,82,88,24.9,yes
1036,307,1014.6,25.2,24.8,23.9,21.2,84,70,33.5,yes
1037,308,1015.2,25,23.9,23.6,19.9,76,61,14.1,no
1038,309,1017,27.7,24,22.6,19.6,91,78,16.4,yes
1039,310,1018.4,26.4,24.4,23.3,23.3,86,66,8.3,yes
1040,311,1020.2,20.6,19.5,18.2,16.8,86,88,43.8,yes
1041,312,1020.3,21.3,19.3,17.2,14.9,75,88,25,yes
1042,313,1022.3,21.8,18.4,17.4,15.7,88,88,16.7,yes
1043,314,1018.8,22.3,20.8,19.1,18.5,90,81,15.8,yes
1044,315,1020.6,21.6,19.1,18.1,17.8,77,83,16.7,yes
1045,316,1020.8,21,18.4,16.9,14.4,75,51,14.5,no
1046,317,1018.6,21.2,19.3,17.2,16.5,92,84,35.8,yes
1047,318,1019.8,21.9,19.8,18.2,14.7,70,49,23.5,no
1048,319,1020.9,20.5,18.8,17.5,15,89,88,25,yes
1049,320,1016.4,18.7,17.5,16.2,13.2,76,78,23.4,yes
1050,321,1020.8,18.9,17.3,16.4,13.3,78,86,39.7,no
1051,322,1016.8,19.3,21.6,19.4,15.8,70,83,33.2,yes
1052,323,1019.4,19.4,17.5,16.9,16.8,87,86,25.9,yes
1053,324,1018.9,25.1,21.8,20.6,19.9,92,84,19.8,yes
1054,325,1022.2,22.1,19.2,18,16,90,95,28.4,yes
1055,326,1020.6,20.5,17.5,16.3,12.6,72,49,38,no
1056,327,1022.2,20.6,18.7,16.9,14.9,78,90,36,yes
1057,328,1018,23.3,20.8,18.4,17.8,81,84,13,yes
1058,329,1022.2,18.6,17.3,15.9,12.9,78,89,19,yes
1059,330,1017.5,18.9,18.4,17.4,16,95,91,48,yes
1060,331,1025.6,18.9,13.5,11.7,0.2,76,90,28,yes
1061,332,1024.2,17.2,15,13.7,17.2,79,83,27.4,yes
1062,333,1016.5,17.8,16.8,14.8,15.9,87,94,21.5,yes
1063,334,1018.9,17.4,15.5,14.5,11.9,90,88,37.5,yes
1064,335,1022.8,16.7,14.6,12.4,11,70,46,19,no
1065,336,1024.9,17.3,15.2,11.8,10.6,54,58,19.3,no
1066,337,1020.6,18.6,16.1,12.9,12.9,92,86,31.2,yes
1067,338,1016.8,19.9,18.1,17.1,18.4,95,95,38,yes
1068,339,1019.9,18,17.5,15.9,15,90,90,39.7,yes
1069,340,1022.7,17.4,15.2,13.3,9.6,75,45,9.8,no
1070,341,1017,20.5,18.5,17.8,15.6,90,93,16.3,yes
1071,342,1023.8,16.8,14.8,13.5,8,62,94,29,yes
1072,343,1022.8,15.5,14.6,13.3,12.7,77,88,27.3,yes
1073,344,1017.2,21.4,19.4,17.1,18,86,80,14.5,yes
1074,345,1020.8,18.6,17.3,16.1,13.3,75,88,26.9,yes
1075,346,1017.7,24.5,21.8,20.5,19.9,84,88,19.2,yes
1076,347,1020.3,22.2,20.6,19.6,16.2,72,77,28.4,yes
1077,348,1017.9,20.6,18.8,19.1,17.8,85,91,13,yes
1078,349,1022.7,16.2,15.2,13.7,14.3,92,88,37.5,yes
1079,350,1020.8,22.8,20.7,17.2,11.6,67,46,28.3,no
1080,351,1018.4,23.1,21.4,19.4,19.4,90,89,16.3,yes
1081,352,1023.8,21.5,20.4,19.4,17.9,72,69,14.8,yes
1082,353,1019.1,21.4,18.5,17.3,16.9,82,82,27.4,yes
1083,354,1018,20.1,19.1,18.4,16.7,,,35.8,yes
1084,355,,24.4,22.2,20.6,19.4,,,38.3,yes
1085,356,1017.5,20.6,18.3,17.1,15.1,89,88,35.3,yes
1086,357,1019.7,23,19.9,17.2,16.8,79,89,15.1,yes
1087,358,1016.8,20.9,20,19.2,16.8,85,83,27.3,yes
1088,359,1025.9,17.5,18,16.5,13.3,79,89,23.4,yes
1089,360,1019.5,17.7,16,16.5,16.5,93,97,21.4,yes
1090,361,1014.6,21,20.8,19.9,19.9,95,88,18,yes
1091,362,1013.4,21.1,20,19.8,19.6,95,88,34.3,yes
1092,363,1014.6,20.4,18.1,16.9,17.8,95,91,30.3,yes
1093,364,1017.5,23.7,16.3,15.3,13.9,86,90,39.7,yes
1094,365,1017,22.1,20.8,19.6,18,91,88,46.3,yes
1095,1,1017.8,16.9,15.9,14.6,15,90,100,24.2,yes
1096,2,1016.7,18.2,16.3,15.4,14.7,90,100,23.3,yes
1097,3,1016.4,16.7,15.6,14.7,11.4,79,91,55.5,yes
1098,4,1014.3,15.6,13.8,10,7.8,78,77,41.3,no
1099,5,1022.1,15.9,13.1,12.2,10.3,74,81,28.2,yes
1100,6,1020.6,17.6,13.2,11.2,6.8,59,25,33.5,no
1101,7,1022.2,14.8,12.5,4,10.4,84,88,30,yes
1102,8,1020.3,17.6,15.7,14.5,13.5,81,100,32.4,yes
1103,9,1017.7,17.4,16.6,15.9,15,95,100,39.3,yes
1104,10,1022.3,15.2,15.8,13.5,11.1,78,94,37,yes
1105,11,1021.1,15.5,14.1,11.8,8.6,61,95,24.9,yes
1106,12,1024.9,20.2,16.7,14.6,11.7,70,38,50.6,no
1107,13,1024.7,14.6,12.9,12.6,11.3,79,91,52.8,yes
1108,14,1020.5,18,16.6,15.3,13.6,79,88,28.6,yes
1109,15,1027.2,20.6,17.7,14.2,11.8,75,51,15.2,no
1110,16,1023.8,18.1,13.7,11.6,4.3,72,20,14.8,no
1111,17,1025.9,10.9,8.6,7,1,73,67,30.3,no
1112,18,1023.7,15.8,10.1,7.7,4,72,7,9.2,no
1113,19,1020.6,17.1,15.2,13.5,11.2,78,11,34,no
1114,20,1021.3,19.6,17.6,15.7,12.6,,,20.2,no
1115,21,1017.6,17.3,16.1,14.7,13,93,95,35.8,yes
1116,22,1027.9,21.6,18.5,16.3,13.7,77,93,15.1,no
1117,23,1013.4,16.5,14.8,13.7,12.9,92,100,20,yes
1118,24,1023.6,24.2,20.8,18.2,9.8,39,49,38.3,no
1119,25,1020.9,24.9,18.1,15.8,17.3,72,40,19.8,no
1120,26,,,,,19.9,,,,yes
1121,27,1015.6,21.9,20.4,18.5,18.4,79,45,9.2,no
1122,28,1024.6,16.1,13,13.5,11.9,76,89,33.2,no
1123,29,1017.6,24.8,21.3,19.8,20.1,91,89,37.5,yes
1124,30,1015.4,24.9,21.5,19.5,19.5,77,55,17.2,no
1125,31,1017.1,21.9,20,19.7,17.3,91,94,28.4,yes
1126,32,1017.6,23.9,21.1,19.9,19,89,88,14.5,yes
1127,33,1013.1,22.9,20.7,19.2,19.9,95,95,22.6,yes
1128,34,1019.5,21.5,20.9,17.7,16.6,79,47,9.1,yes
1129,35,1019.9,25.9,22.9,18.1,16.1,90,89,28.9,yes
1130,36,1017,22.4,20.2,18.5,13.1,76,69,11.3,no
1131,37,1017.5,23.1,19.9,17.4,16.8,80,88,39.5,yes
1132,38,1020.6,18.4,17.1,16.9,15,75,86,24.9,yes
1133,39,1014.9,23.3,21.6,20.9,20.9,87,88,15.1,yes
1134,40,1014,23,21.1,20.6,19.1,80,87,14.5,yes
1135,41,1020.3,17.4,15.1,14.5,9.4,75,49,24.8,no
1136,42,1024.2,24,18.3,15.3,6.8,77,75,21.6,no
1137,43,1021.4,20.9,17.2,15.3,13.3,78,88,29.8,yes
1138,44,1015.2,18.2,17.3,16.3,14.6,,,20.2,yes
1139,45,1024.5,18.9,18.4,15,13,72,65,28,no
1140,46,1018.9,20.2,19.9,18.1,18.2,90,90,22.5,yes
1141,47,1019,20.7,20,18.2,18.9,92,88,15,yes
1142,48,1013.3,17.1,17.2,15.2,14.8,87,90,25.1,yes
1143,49,1017.7,20.4,18.1,17.1,14.9,90,88,35.3,yes
1144,50,1022.2,15.1,12.4,10.8,9.6,74,83,8.3,yes
1145,51,1013.9,18.6,17.1,16.4,13.8,95,96,33.5,yes
1146,52,1016.7,17.4,17.6,16.4,16.3,96,100,16.1,yes
1147,53,1022.6,16.4,15.3,14.2,13.6,93,93,17.3,yes
1148,54,1024.3,15.5,13.7,11.6,9.1,79,88,14.6,yes
1149,55,1022.3,17.5,18.2,16.9,14.3,92,96,19,yes
1150,56,1023.9,14.7,12.9,11.9,11.6,97,95,24.5,yes
1151,57,1012.2,20.6,19,17.1,18.9,95,93,39.5,yes
1152,58,1012.4,20.1,18.6,17.1,15.6,92,87,22.4,yes
1153,59,1018.7,21.6,19.7,19.6,17,81,88,37.7,yes
1154,60,1016.9,22.2,21.8,20.3,19.7,92,85,12.6,yes
1155,61,1017.8,16.3,15.3,14.2,12.9,97,95,30.3,yes
1156,62,1013.4,19,17.6,16.9,16.9,97,95,20.3,yes
1157,63,1015.5,19.9,18.1,18.1,17.1,96,92,14.1,yes
1158,64,1016.8,18.4,17.3,16.1,16.2,95,95,20,yes
1159,65,,21.8,19.4,17.6,16.7,,,37.5,no
1160,66,1023.2,16.3,15.7,15.5,9.8,59,88,16,yes
1161,67,1018.9,22.3,20.8,19.2,16.1,79,88,33.4,yes
1162,68,1020.9,22.8,18.6,16.9,13,73,19,14.8,no
1163,69,1017.8,20.1,20.1,19.6,19.8,92,83,16.1,yes
1164,70,1016,21.4,19.3,18.3,18.2,75,20,9,no
1165,71,1016.8,20.2,18.1,16.6,16.6,95,95,25.1,yes
1166,72,1018.4,18.3,17.8,14.5,16.2,95,96,9.1,yes
1167,73,1017.1,26,22.6,20.3,21.4,85,89,18,yes
1168,74,1015.3,23.6,22.5,20,21.3,85,80,7.9,yes
1169,75,1017.1,21.3,20.8,19.2,17.8,83,84,37.9,no
1170,76,1013.3,25.9,23.1,21.5,21.4,91,88,33.2,yes
1171,77,1014.4,26.6,23.3,22.3,21.9,91,91,16,yes
1172,78,1021.2,26.2,24.8,21.2,12.4,77,62,39.5,yes
1173,79,1013.8,24.8,24.3,23.7,23.2,,,41.4,yes
1174,80,1011.7,26.1,21,19.7,16.9,85,79,22,yes
1175,81,1011.4,16.3,15.3,13.6,11.6,76,79,35.6,no
1176,82,1019.8,28.1,25.4,23.6,22.3,92,88,21.9,yes
1177,83,1006.9,21.9,20.1,19.8,19.5,92,90,20.5,yes
1178,84,1008.4,21.3,19.3,17.7,17.6,75,83,27.6,yes
1179,85,1009.9,26.4,24.8,22.7,21.3,90,83,25,yes
1180,86,1014.2,26.3,23.1,21,22.3,97,93,8.6,yes
1181,87,1012.1,27.9,25.8,24.1,23.3,89,84,14.2,yes
1182,88,1011.7,25.2,24,23.1,22.8,89,81,30.6,yes
1183,89,1013,27,25.9,23.6,21.9,91,88,27.9,yes
1184,90,1008.5,27.9,25.3,23.3,23.2,93,88,14.3,yes
1185,91,1010.7,24.8,22.8,21.8,19.8,,,27.3,yes
1186,92,1017,26.7,24.8,23.7,23.1,87,89,17.3,no
1187,93,1013.3,25.3,23.1,21,21.4,89,88,28,yes
1188,94,1014.4,26.8,23.8,20.4,22.3,90,83,17.5,yes
1189,95,1011.5,27.6,25.5,24.4,23.1,90,88,22.6,yes
1190,96,1007.8,28.2,26.2,24.1,24.2,89,84,15.4,yes
1191,97,1006.4,26.9,25.9,24.7,22.3,87,81,28.8,yes
1192,98,1015,28.4,25.5,24.7,24.1,97,88,30,yes
1193,99,1005.6,28.1,25.1,23.1,21.6,82,80,13.8,yes
1194,100,1012.7,29.1,26.8,25.4,23.7,87,82,16.5,yes
1195,101,1016,26.3,24.7,24.5,23.6,90,83,20.9,yes
1196,102,1012.5,26.3,25.2,24.7,22.9,93,88,13.4,no
1197,103,1014.5,28.6,25.6,24.7,21,87,89,35.3,yes
1198,104,1012.6,28.8,25.3,24.7,22,89,83,15,yes
1199,105,1017.1,27.6,25.8,24.5,24.8,84,85,27.4,yes
1200,106,1012.3,30.2,27.9,25.4,23.1,84,83,12,yes
1201,107,1008.8,27.8,26.5,25,25,93,86,14.5,yes
1202,108,1009.9,30.3,27.9,26.2,24.9,,,16,yes
1203,109,1009.4,29.3,27.9,26,25,89,88,20,yes
1204,110,1012.6,28.8,25.7,23.9,23.4,89,88,22,yes
1205,111,1009.5,28.4,26.2,24.7,23.2,84,75,25.1,yes
1206,112,1010.4,28.1,26.4,25.5,21.1,80,78,12.6,yes
1207,113,1010.3,28.7,26.8,24.8,23.1,90,81,23.3,yes
1208,114,,28.8,25.6,23.6,21.6,,,24.9,no
1209,115,1012.3,30.8,27.4,26.8,24.5,84,81,14.3,yes
1210,116,1011.5,29.8,26.8,25.1,23.2,87,81,12.7,yes
1211,117,1011.6,28.4,26.1,24.8,25.3,85,83,14.3,yes
1212,118,1013,28.6,25.5,24.8,22.2,76,74,9.2,yes
1213,119,1013,26.2,24.4,23.1,19.8,79,70,31.9,yes
1214,120,1008.3,28.8,27.1,24.1,25.1,94,88,16.9,yes
1215,121,1005.9,28.7,28.4,26.5,24.4,81,82,15.2,yes
1216,122,1008.4,30.8,27.6,25.8,24.2,81,88,13,yes
